,0
1563,"This law holds in foul and accursed joy; this in permitted and lawful joy; this in the very purest perfection of friendship; this, in him who was dead, and lived again; had been lost and was found."
1564,Every where the greater joy is ushered in by the greater pain.
1565,"What means this, O Lord my God, whereas Thou art everlastingly joy to Thyself, and some things around Thee evermore rejoice in Thee?"
1566,"What means this, that this portion of things thus ebbs and flows alternately displeased and reconciled?"
1567,Is this their allotted measure?
1568,"Is this all Thou hast assigned to them, whereas from the highest heavens to the lowest earth, from the beginning of the world to the end of ages, from the angel to the worm, from the first motion to the last, Thou settest each in its place, and realisest each in their season, every thing good after its kind?"
1569,Woe is me!
1570,"how high art Thou in the highest, and how deep in the deepest!"
1571,"and Thou never departest, and we scarcely return to Thee."
1572,"Up, Lord, and do; stir us up, and recall us; kindle and draw us; inflame, grow sweet unto us, let us now love, let us run."
1573,"Do not many, out of a deeper hell of blindness than Victorinus, return to Thee, approach, and are enlightened, receiving that Light, which they who receive, receive power from Thee to become Thy sons?"
1574,"But if they be less known to the nations, even they that know them, joy less for them."
1575,"For when many joy together, each also has more exuberant joy for that they are kindled and inflamed one by the other."
1576,"Again, because those known to many, influence the more towards salvation, and lead the way with many to follow."
1577,"And therefore do they also who preceded them much rejoice in them, because they rejoice not in them alone."
1578,"For far be it, that in Thy tabernacle the persons of the rich should be accepted before the poor, or the noble before the ignoble; seeing rather Thou hast chosen the weak things of the world to confound the strong; and the base things of this world, and the things despised hast Thou chosen, and those things which are not, that Thou mightest bring to nought things that are."
1579,"And yet even that least of Thy apostles, by whose tongue Thou soundedst forth these words, when through his warfare, Paulus the Proconsul, his pride conquered, was made to pass under the easy yoke of Thy Christ, and became a provincial of the great King; he also for his former name Saul, was pleased to be called Paul, in testimony of so great a victory."
1580,"For the enemy is more overcome in one, of whom he hath more hold; by whom he hath hold of more."
1581,"But the proud he hath more hold of, through their nobility; and by them, of more through their authority."
1582,"By how much the more welcome then the heart of Victorinus was esteemed, which the devil had held as an impregnable possession, the tongue of Victorinus, with which mighty and keen weapon he had slain many; so much the more abundantly ought Thy sons to rejoice, for that our King hath bound the strong man, and they saw his vessels taken from him and cleansed, and made meet for Thy honour; and become serviceable for the Lord, unto every good work."
1583,"But when that man of Thine, Simplicianus, related to me this of Victorinus, I was on fire to imitate him; for for this very end had he related it."
1584,"But when he had subjoined also, how in the days of the Emperor Julian a law was made, whereby Christians were forbidden to teach the liberal sciences or oratory; and how he, obeying this law, chose rather to give over the wordy school than Thy Word, by which Thou makest eloquent the tongues of the dumb; he seemed to me not more resolute than blessed, in having thus found opportunity to wait on Thee only."
1585,"Which thing I was sighing for, bound as I was, not with another's irons, but by my own iron will."
1586,"My will the enemy held, and thence had made a chain for me, and bound me."
1587,"For of a forward will, was a lust made; and a lust served, became custom; and custom not resisted, became necessity."
1588,"By which links, as it were, joined together (whence I called it a chain) a hard bondage held me enthralled."
1589,"But that new will which had begun to be in me, freely to serve Thee, and to wish to enjoy Thee, O God, the only assured pleasantness, was not yet able to overcome my former wilfulness, strengthened by age."
1590,"Thus did my two wills, one new, and the other old, one carnal, the other spiritual, struggle within me; and by their discord, undid my soul."
1591,"Thus, I understood, by my own experience, what I had read, how the flesh lusteth against the spirit and the spirit against the flesh."
1592,"Myself verily either way; yet more myself, in that which I approved in myself, than in that which in myself I disapproved."
1593,"For in this last, it was now for the more part not myself, because in much I rather endured against my will, than acted willingly."
1594,"And yet it was through me that custom had obtained this power of warring against me, because I had come willingly, whither I willed not."
1595,"And who has any right to speak against it, if just punishment follow the sinner?"
1596,"Nor had I now any longer my former plea, that I therefore as yet hesitated to be above the world and serve Thee, for that the truth was not altogether ascertained to me; for now it too was."
1597,"But I still under service to the earth, refused to fight under Thy banner, and feared as much to be freed of all incumbrances, as we should fear to be encumbered with it."
1598,"Thus with the baggage of this present world was I held down pleasantly, as in sleep: and the thoughts wherein I meditated on Thee were like the efforts of such as would awake, who yet overcome with a heavy drowsiness, are again drenched therein."
1599,"And as no one would sleep for ever, and in all men's sober judgment waking is better, yet a man for the most part, feeling a heavy lethargy in all his limbs, defers to shake off sleep, and though half displeased, yet, even after it is time to rise, with pleasure yields to it, so was I assured that much better were it for me to give myself up to Thy charity, than to give myself over to mine own cupidity; but though the former course satisfied me and gained the mastery, the latter pleased me and held me mastered."
1600,"Nor had I any thing to answer Thee calling to me, Awake, thou that sleepest, and arise from the dead, and Christ shall give thee light."
1601,"And when Thou didst on all sides show me that what Thou saidst was true, I, convicted by the truth, had nothing at all to answer, but only those dull and drowsy words, ""Anon, anon,"" ""presently,"" ""leave me but a little."""
1602,"But ""presently, presently,"" had no present, and my ""little while"" went on for a long while; in vain I delighted in Thy law according to the inner man, when another law in my members rebelled against the law of my mind, and led me captive under the law of sin which was in my members."
1603,"For the law of sin is the violence of custom, whereby the mind is drawn and holden, even against its will; but deservedly, for that it willingly fell into it."
1604,"Who then should deliver me thus wretched from the body of this death, but Thy grace only, through Jesus Christ our Lord?"
1605,"And how Thou didst deliver me out of the bonds of desire, wherewith I was bound most straitly to carnal concupiscence, and out of the drudgery of worldly things, I will now declare, and confess unto Thy name, O Lord, my helper and my redeemer."
1606,"Amid increasing anxiety, I was doing my wonted business, and daily sighing unto Thee."
1607,"I attended Thy Church, whenever free from the business under the burden of which I groaned."
1608,"Alypius was with me, now after the third sitting released from his law business, and awaiting to whom to sell his counsel, as I sold the skill of speaking, if indeed teaching can impart it."
1609,"Nebridius had now, in consideration of our friendship, consented to teach under Verecundus, a citizen and a grammarian of Milan, and a very intimate friend of us all; who urgently desired, and by the right of friendship challenged from our company, such faithful aid as he greatly needed."
1610,"Nebridius then was not drawn to this by any desire of advantage (for he might have made much more of his learning had he so willed), but as a most kind and gentle friend, he would not be wanting to a good office, and slight our request."
1611,"But he acted herein very discreetly, shunning to become known to personages great according to this world, avoiding the distraction of mind thence ensuing, and desiring to have it free and at leisure, as many hours as might be, to seek, or read, or hear something concerning wisdom."
1612,"Upon a day then, Nebridius being absent (I recollect not why), lo, there came to see me and Alypius, one Pontitianus, our countryman so far as being an African, in high office in the Emperor's court."
1613,"What he would with us, I know not, but we sat down to converse, and it happened that upon a table for some game, before us, he observed a book, took, opened it, and contrary to his expectation, found it the Apostle Paul; for he thought it some of those books which I was wearing myself in teaching."
1614,"Whereat smiling, and looking at me, he expressed his joy and wonder that he had on a sudden found this book, and this only before my eyes."
1615,"For he was a Christian, and baptised, and often bowed himself before Thee our God in the Church, in frequent and continued prayers."
1616,"When then I had told him that I bestowed very great pains upon those Scriptures, a conversation arose (suggested by his account) on Antony the Egyptian monk: whose name was in high reputation among Thy servants, though to that hour unknown to us."
1617,"Which when he discovered, he dwelt the more upon that subject, informing and wondering at our ignorance of one so eminent."
1618,"But we stood amazed, hearing Thy wonderful works most fully attested, in times so recent, and almost in our own, wrought in the true Faith and Church Catholic."
1619,"We all wondered; we, that they were so great, and he, that they had not reached us."
1620,"Thence his discourse turned to the flocks in the monasteries, and their holy ways, a sweet-smelling savour unto Thee, and the fruitful deserts of the wilderness, whereof we knew nothing."
1621,"And there was a monastery at Milan, full of good brethren, without the city walls, under the fostering care of Ambrose, and we knew it not."
1622,"He went on with his discourse, and we listened in intent silence."
1623,"He told us then how one afternoon at Triers, when the Emperor was taken up with the Circensian games, he and three others, his companions, went out to walk in gardens near the city walls, and there as they happened to walk in pairs, one went apart with him, and the other two wandered by themselves; and these, in their wanderings, lighted upon a certain cottage, inhabited by certain of Thy servants, poor in spirit, of whom is the kingdom of heaven, and there they found a little book containing the life of Antony."
1624,"This one of them began to read, admire, and kindle at it; and as he read, to meditate on taking up such a life, and giving over his secular service to serve Thee."
1625,And these two were of those whom they style agents for the public affairs.
1626,"Then suddenly, filled with a holy love, and a sober shame, in anger with himself cast his eyes upon his friend, saying, ""Tell me, I pray thee, what would we attain by all these labours of ours?"
1627,what aim we at?
1628,what serve we for?
1629,Can our hopes in court rise higher than to be the Emperor's favourites?
1630,"and in this, what is there not brittle, and full of perils?"
1631,and by how many perils arrive we at a greater peril?
1632,and when arrive we thither?
1633,"But a friend of God, if I wish it, I become now at once."""
1634,So spake he.
1635,"And in pain with the travail of a new life, he turned his eyes again upon the book, and read on, and was changed inwardly, where Thou sawest, and his mind was stripped of the world, as soon appeared."
1636,"For as he read, and rolled up and down the waves of his heart, he stormed at himself a while, then discerned, and determined on a better course; and now being Thine, said to his friend, ""Now have I broken loose from those our hopes, and am resolved to serve God; and this, from this hour, in this place, I begin upon."
1637,"If thou likest not to imitate me, oppose not."""
1638,"The other answered, he would cleave to him, to partake so glorious a reward, so glorious a service."
1639,"Thus both being now Thine, were building the tower at the necessary cost, the forsaking all that they had, and following Thee."
1640,"Then Pontitianus and the other with him, that had walked in other parts of the garden, came in search of them to the same place; and finding them, reminded them to return, for the day was now far spent."
1641,"But they relating their resolution and purpose, and how that will was begun and settled in them, begged them, if they would not join, not to molest them."
1642,"But the others, though nothing altered from their former selves, did yet bewail themselves (as he affirmed), and piously congratulated them, recommending themselves to their prayers; and so, with hearts lingering on the earth, went away to the palace."
1643,"But the other two, fixing their heart on heaven, remained in the cottage."
1644,"And both had affianced brides, who when they heard hereof, also dedicated their virginity unto God."
1645,"Such was the story of Pontitianus; but Thou, O Lord, while he was speaking, didst turn me round towards myself, taking me from behind my back where I had placed me, unwilling to observe myself; and setting me before my face, that I might see how foul I was, how crooked and defiled, bespotted and ulcerous."
1646,And I beheld and stood aghast; and whither to flee from myself I found not.
1647,"And if I sought to turn mine eye from off myself, he went on with his relation, and Thou again didst set me over against myself, and thrustedst me before my eyes, that I might find out mine iniquity, and hate it."
1648,"I had known it, but made as though I saw it not, winked at it, and forgot it."
1649,"But now, the more ardently I loved those whose healthful affections I heard of, that they had resigned themselves wholly to Thee to be cured, the more did I abhor myself, when compared with them."
1650,"For many of my years (some twelve) had now run out with me since my nineteenth, when, upon the reading of Cicero's Hortensius, I was stirred to an earnest love of wisdom; and still I was deferring to reject mere earthly felicity, and give myself to search out that, whereof not the finding only, but the very search, was to be preferred to the treasures and kingdoms of the world, though already found, and to the pleasures of the body, though spread around me at my will."
1651,"But I wretched, most wretched, in the very commencement of my early youth, had begged chastity of Thee, and said, ""Give me chastity and continency, only not yet."""
1652,"For I feared lest Thou shouldest hear me soon, and soon cure me of the disease of concupiscence, which I wished to have satisfied, rather than extinguished."
1653,"And I had wandered through crooked ways in a sacrilegious superstition, not indeed assured thereof, but as preferring it to the others which I did not seek religiously, but opposed maliciously."
1654,"And I had thought that I therefore deferred from day to day to reject the hopes of this world, and follow Thee only, because there did not appear aught certain, whither to direct my course."
1655,"And now was the day come wherein I was to be laid bare to myself, and my conscience was to upbraid me."
1656,"""Where art thou now, my tongue?"
1657,"Thou saidst that for an uncertain truth thou likedst not to cast off the baggage of vanity; now, it is certain, and yet that burden still oppresseth thee, while they who neither have so worn themselves out with seeking it, nor for often years and more have been thinking thereon, have had their shoulders lightened, and received wings to fly away."""
1658,"Thus was I gnawed within, and exceedingly confounded with a horrible shame, while Pontitianus was so speaking."
1659,"And he having brought to a close his tale and the business he came for, went his way; and I into myself."
1660,What said I not against myself?
1661,"with what scourges of condemnation lashed I not my soul, that it might follow me, striving to go after Thee!"
1662,"Yet it drew back; refused, but excused not itself."
1663,"All arguments were spent and confuted; there remained a mute shrinking; and she feared, as she would death, to be restrained from the flux of that custom, whereby she was wasting to death."
1664,"Then in this great contention of my inward dwelling, which I had strongly raised against my soul, in the chamber of my heart, troubled in mind and countenance, I turned upon Alypius."
1665,"""What ails us?"""
1666,"I exclaim: ""what is it?"
1667,what heardest thou?
1668,"The unlearned start up and take heaven by force, and we with our learning, and without heart, lo, where we wallow in flesh and blood!"
1669,"Are we ashamed to follow, because others are gone before, and not ashamed not even to follow?"""
1670,"Some such words I uttered, and my fever of mind tore me away from him, while he, gazing on me in astonishment, kept silence."
1671,"For it was not my wonted tone; and my forehead, cheeks, eyes, colour, tone of voice, spake my mind more than the words I uttered."
1672,"A little garden there was to our lodging, which we had the use of, as of the whole house; for the master of the house, our host, was not living there."
1673,"Thither had the tumult of my breast hurried me, where no man might hinder the hot contention wherein I had engaged with myself, until it should end as Thou knewest, I knew not."
1674,"Only I was healthfully distracted and dying, to live; knowing what evil thing I was, and not knowing what good thing I was shortly to become."
1675,"I retired then into the garden, and Alypius, on my steps."
1676,For his presence did not lessen my privacy; or how could he forsake me so disturbed?
1677,We sate down as far removed as might be from the house.
1678,"I was troubled in spirit, most vehemently indignant that I entered not into Thy will and covenant, O my God, which all my bones cried out unto me to enter, and praised it to the skies."
1679,"And therein we enter not by ships, or chariots, or feet, no, move not so far as I had come from the house to that place where we were sitting."
1680,"For, not to go only, but to go in thither was nothing else but to will to go, but to will resolutely and thoroughly; not to turn and toss, this way and that, a maimed and half-divided will, struggling, with one part sinking as another rose."
1681,"Lastly, in the very fever of my irresoluteness, I made with my body many such motions as men sometimes would, but cannot, if either they have not the limbs, or these be bound with bands, weakened with infirmity, or any other way hindered."
1682,"Thus, if I tore my hair, beat my forehead, if locking my fingers I clasped my knee; I willed, I did it."
1683,"But I might have willed, and not done it; if the power of motion in my limbs had not obeyed."
1684,"So many things then I did, when ""to will"" was not in itself ""to be able""; and I did not what both I longed incomparably more to do, and which soon after, when I should will, I should be able to do; because soon after, when I should will, I should will thoroughly."
1685,"For in these things the ability was one with the will, and to will was to do; and yet was it not done: and more easily did my body obey the weakest willing of my soul, in moving its limbs at its nod, than the soul obeyed itself to accomplish in the will alone this its momentous will."
1686,Whence is this monstrousness?
1687,and to what end?
1688,"Let Thy mercy gleam that I may ask, if so be the secret penalties of men, and those darkest pangs of the sons of Adam, may perhaps answer me."
1689,Whence is this monstrousness?
1690,and to what end?
1691,"The mind commands the body, and it obeys instantly; the mind commands itself, and is resisted."
1692,"The mind commands the hand to be moved; and such readiness is there, that command is scarce distinct from obedience."
1693,"Yet the mind is mind, the hand is body."
1694,"The mind commands the mind, its own self, to will, and yet it doth not."
1695,Whence this monstrousness?
1696,and to what end?
1697,"It commands itself, I say, to will, and would not command, unless it willed, and what it commands is not done."
1698,But it willeth not entirely: therefore doth it not command entirely.
1699,"For so far forth it commandeth, as it willeth: and, so far forth is the thing commanded, not done, as it willeth not."
1700,"For the will commandeth that there be a will; not another, but itself."
1701,"But it doth not command entirely, therefore what it commandeth, is not."
1702,"For were the will entire, it would not even command it to be, because it would already be."
1703,"It is therefore no monstrousness partly to will, partly to nill, but a disease of the mind, that it doth not wholly rise, by truth upborne, borne down by custom."
1704,"And therefore are there two wills, for that one of them is not entire: and what the one lacketh, the other hath."
1705,"Let them perish from Thy presence, O God, as perish vain talkers and seducers of the soul: who observing that in deliberating there were two wills, affirm that there are two minds in us of two kinds, one good, the other evil."
1706,"Themselves are truly evil, when they hold these evil things; and themselves shall become good when they hold the truth and assent unto the truth, that Thy Apostle may say to them, Ye were sometimes darkness, but now light in the Lord."
1707,"But they, wishing to be light, not in the Lord, but in themselves, imagining the nature of the soul to be that which God is, are made more gross darkness through a dreadful arrogancy; for that they went back farther from Thee, the true Light that enlightened every man that cometh into the world."
1708,"Take heed what you say, and blush for shame: draw near unto Him and be enlightened, and your faces shall not be ashamed."
1709,"Myself when I was deliberating upon serving the Lord my God now, as I had long purposed, it was I who willed, I who nilled, I, I myself."
1710,"I neither willed entirely, nor nilled entirely."
1711,"Therefore was I at strife with myself, and rent asunder by myself."
1712,"And this rent befell me against my will, and yet indicated, not the presence of another mind, but the punishment of my own."
1713,"Therefore it was no more I that wrought it, but sin that dwelt in me; the punishment of a sin more freely committed, in that I was a son of Adam."
1714,"For if there be so many contrary natures as there be conflicting wills, there shall now be not two only, but many."
1715,"If a man deliberate whether he should go to their conventicle or to the theatre, these Manichees cry out, Behold, here are two natures: one good, draws this way; another bad, draws back that way."
1716,For whence else is this hesitation between conflicting wills?
1717,"But I say that both be bad: that which draws to them, as that which draws back to the theatre."
1718,"But they believe not that will to be other than good, which draws to them."
1719,"What then if one of us should deliberate, and amid the strife of his two wills be in a strait, whether he should go to the theatre or to our church?"
1720,would not these Manichees also be in a strait what to answer?
1721,"For either they must confess (which they fain would not) that the will which leads to our church is good, as well as theirs, who have received and are held by the mysteries of theirs: or they must suppose two evil natures, and two evil souls conflicting in one man, and it will not be true, which they say, that there is one good and another bad; or they must be converted to the truth, and no more deny that where one deliberates, one soul fluctuates between contrary wills."
1722,"Let them no more say then, when they perceive two conflicting wills in one man, that the conflict is between two contrary souls, of two contrary substances, from two contrary principles, one good, and the other bad."
1723,"For Thou, O true God, dost disprove, check, and convict them; as when, both wills being bad, one deliberates whether he should kill a man by poison or by the sword; whether he should seize this or that estate of another's, when he cannot both; whether he should purchase pleasure by luxury, or keep his money by covetousness; whether he go to the circus or the theatre, if both be open on one day; or thirdly, to rob another's house, if he have the opportunity; or, fourthly, to commit adultery, if at the same time he have the means thereof also; all these meeting together in the same juncture of time, and all being equally desired, which cannot at one time be acted: for they rend the mind amid four, or even (amid the vast variety of things desired) more, conflicting wills, nor do they yet allege that there are so many divers substances."
1724,So also in wills which are good.
1725,"For I ask them, is it good to take pleasure in reading the Apostle?"
1726,or good to take pleasure in a sober Psalm?
1727,or good to discourse on the Gospel?
1728,"They will answer to each, ""it is good."""
1729,"What then if all give equal pleasure, and all at once?"
1730,"Do not divers wills distract the mind, while he deliberates which he should rather choose?"
1731,"yet are they all good, and are at variance till one be chosen, whither the one entire will may be borne, which before was divided into many."
1732,"Thus also, when, above, eternity delights us, and the pleasure of temporal good holds us down below, it is the same soul which willeth not this or that with an entire will; and therefore is rent asunder with grievous perplexities, while out of truth it sets this first, but out of habit sets not that aside."
1733,"Thus soul-sick was I, and tormented, accusing myself much more severely than my wont, rolling and turning me in my chain, till that were wholly broken, whereby I now was but just, but still was, held."
1734,"And Thou, O Lord, pressedst upon me in my inward parts by a severe mercy, redoubling the lashes of fear and shame, lest I should again give way, and not bursting that same slight remaining tie, it should recover strength, and bind me the faster."
1735,"For I said with myself, ""Be it done now, be it done now."""
1736,"And as I spake, I all but enacted it: I all but did it, and did it not: yet sunk not back to my former state, but kept my stand hard by, and took breath."
1737,"And I essayed again, and wanted somewhat less of it, and somewhat less, and all but touched, and laid hold of it; and yet came not at it, nor touched nor laid hold of it; hesitating to die to death and to live to life: and the worse whereto I was inured, prevailed more with me than the better whereto I was unused: and the very moment wherein I was to become other than I was, the nearer it approached me, the greater horror did it strike into me; yet did it not strike me back, nor turned me away, but held me in suspense."
1738,"The very toys of toys, and vanities of vanities, my ancient mistresses, still held me; they plucked my fleshy garment, and whispered softly, ""Dost thou cast us off?"
1739,and from that moment shall we no more be with thee for ever?
1740,"and from that moment shall not this or that be lawful for thee for ever?"""
1741,"And what was it which they suggested in that I said, ""this or that,"" what did they suggest, O my God?"
1742,Let Thy mercy turn it away from the soul of Thy servant.
1743,What defilements did they suggest!
1744,what shame!
1745,"And now I much less than half heard them, and not openly showing themselves and contradicting me, but muttering as it were behind my back, and privily plucking me, as I was departing, but to look back on them."
1746,"Yet they did retard me, so that I hesitated to burst and shake myself free from them, and to spring over whither I was called; a violent habit saying to me, ""Thinkest thou, thou canst live without them?"""
1747,But now it spake very faintly.
1748,"For on that side whither I had set my face, and whither I trembled to go, there appeared unto me the chaste dignity of Continency, serene, yet not relaxedly, gay, honestly alluring me to come and doubt not; and stretching forth to receive and embrace me, her holy hands full of multitudes of good examples: there were so many young men and maidens here, a multitude of youth and every age, grave widows and aged virgins; and Continence herself in all, not barren, but a fruitful mother of children of joys, by Thee her Husband, O Lord."
1749,"And she smiled on me with a persuasive mockery, as would she say, ""Canst not thou what these youths, what these maidens can?"
1750,"or can they either in themselves, and not rather in the Lord their God?"
1751,The Lord their God gave me unto them.
1752,"Why standest thou in thyself, and so standest not?"
1753,"cast thyself upon Him, fear not He will not withdraw Himself that thou shouldest fall; cast thyself fearlessly upon Him, He will receive, and will heal thee."""
1754,"And I blushed exceedingly, for that I yet heard the muttering of those toys, and hung in suspense."
1755,"And she again seemed to say, ""Stop thine ears against those thy unclean members on the earth, that they may be mortified."
1756,"They tell thee of delights, but not as doth the law of the Lord thy God."""
1757,This controversy in my heart was self against self only.
1758,"But Alypius sitting close by my side, in silence waited the issue of my unwonted emotion."
1759,"But when a deep consideration had from the secret bottom of my soul drawn together and heaped up all my misery in the sight of my heart; there arose a mighty storm, bringing a mighty shower of tears."
1760,"Which that I might pour forth wholly, in its natural expressions, I rose from Alypius: solitude was suggested to me as fitter for the business of weeping; so I retired so far that even his presence could not be a burden to me."
1761,"Thus was it then with me, and he perceived something of it; for something I suppose I had spoken, wherein the tones of my voice appeared choked with weeping, and so had risen up."
1762,"He then remained where we were sitting, most extremely astonished."
1763,"I cast myself down I know not how, under a certain fig-tree, giving full vent to my tears; and the floods of mine eyes gushed out an acceptable sacrifice to Thee."
1764,"And, not indeed in these words, yet to this purpose, spake I much unto Thee: and Thou, O Lord, how long?"
1765,"how long, Lord, wilt Thou be angry for ever?"
1766,"Remember not our former iniquities, for I felt that I was held by them."
1767,"I sent up these sorrowful words: How long, how long, ""to-morrow, and tomorrow?"""
1768,Why not now?
1769,why not is there this hour an end to my uncleanness?
1770,"So was I speaking and weeping in the most bitter contrition of my heart, when, lo!"
1771,"I heard from a neighbouring house a voice, as of boy or girl, I know not, chanting, and oft repeating, ""Take up and read; Take up and read."""
1772,"Instantly, my countenance altered, I began to think most intently whether children were wont in any kind of play to sing such words: nor could I remember ever to have heard the like."
1773,"So checking the torrent of my tears, I arose; interpreting it to be no other than a command from God to open the book, and read the first chapter I should find."
1774,"For I had heard of Antony, that coming in during the reading of the Gospel, he received the admonition, as if what was being read was spoken to him: Go, sell all that thou hast, and give to the poor, and thou shalt have treasure in heaven, and come and follow me: and by such oracle he was forthwith converted unto Thee."
1775,Eagerly then I returned to the place where Alypius was sitting; for there had I laid the volume of the Apostle when I arose thence.
1776,"I seized, opened, and in silence read that section on which my eyes first fell: Not in rioting and drunkenness, not in chambering and wantonness, not in strife and envying; but put ye on the Lord Jesus Christ, and make not provision for the flesh, in concupiscence."
1777,"No further would I read; nor needed I: for instantly at the end of this sentence, by a light as it were of serenity infused into my heart, all the darkness of doubt vanished away."
1778,"Then putting my finger between, or some other mark, I shut the volume, and with a calmed countenance made it known to Alypius."
1779,"And what was wrought in him, which I knew not, he thus showed me."
1780,"He asked to see what I had read: I showed him; and he looked even further than I had read, and I knew not what followed."
1781,"This followed, him that is weak in the faith, receive; which he applied to himself, and disclosed to me."
1782,"And by this admonition was he strengthened; and by a good resolution and purpose, and most corresponding to his character, wherein he did always very far differ from me, for the better, without any turbulent delay he joined me."
1783,"Thence we go in to my mother; we tell her; she rejoiceth: we relate in order how it took place; she leaps for joy, and triumpheth, and blesseth Thee, Who are able to do above that which we ask or think; for she perceived that Thou hadst given her more for me, than she was wont to beg by her pitiful and most sorrowful groanings."
1784,"For thou convertedst me unto Thyself, so that I sought neither wife, nor any hope of this world, standing in that rule of faith, where Thou hadst showed me unto her in a vision, so many years before."
1785,"And Thou didst convert her mourning into joy, much more plentiful than she had desired, and in a much more precious and purer way than she erst required, by having grandchildren of my body."
1786,"BOOK IX   O Lord, I am Thy servant; I am Thy servant, and the son of Thy handmaid: Thou hast broken my bonds in sunder."
1787,I will offer to Thee the sacrifice of praise.
1788,"Let my heart and my tongue praise Thee; yea, let all my bones say, O Lord, who is like unto Thee?"
1789,"Let them say, and answer Thou me, and say unto my soul, I am thy salvation."
1790,"Who am I, and what am I?"
1791,"What evil have not been either my deeds, or if not my deeds, my words, or if not my words, my will?"
1792,"But Thou, O Lord, are good and merciful, and Thy right hand had respect unto the depth of my death, and from the bottom of my heart emptied that abyss of corruption."
1793,"And this Thy whole gift was, to nill what I willed, and to will what Thou willedst."
1794,"But where through all those years, and out of what low and deep recess was my free-will called forth in a moment, whereby to submit my neck to Thy easy yoke, and my shoulders unto Thy light burden, O Christ Jesus, my Helper and my Redeemer?"
1795,"How sweet did it at once become to me, to want the sweetnesses of those toys!"
1796,"and what I feared to be parted from, was now a joy to part with."
1797,"For Thou didst cast them forth from me, Thou true and highest sweetness."
1798,"Thou castest them forth, and for them enteredst in Thyself, sweeter than all pleasure, though not to flesh and blood; brighter than all light, but more hidden than all depths, higher than all honour, but not to the high in their own conceits."
1799,"Now was my soul free from the biting cares of canvassing and getting, and weltering in filth, and scratching off the itch of lust."
1800,"And my infant tongue spake freely to Thee, my brightness, and my riches, and my health, the Lord my God."
1801,"And I resolved in Thy sight, not tumultuously to tear, but gently to withdraw, the service of my tongue from the marts of lip-labour: that the young, no students in Thy law, nor in Thy peace, but in lying dotages and law-skirmishes, should no longer buy at my mouth arms for their madness."
1802,"And very seasonably, it now wanted but very few days unto the Vacation of the Vintage, and I resolved to endure them, then in a regular way to take my leave, and having been purchased by Thee, no more to return for sale."
1803,"Our purpose then was known to Thee; but to men, other than our own friends, was it not known."
1804,"For we had agreed among ourselves not to let it out abroad to any: although to us, now ascending from the valley of tears, and singing that song of degrees, Thou hadst given sharp arrows, and destroying coals against the subtle tongue, which as though advising for us, would thwart, and would out of love devour us, as it doth its meat."
1805,"Thou hadst pierced our hearts with Thy charity, and we carried Thy words as it were fixed in our entrails: and the examples of Thy servants, whom for black Thou hadst made bright, and for dead, alive, being piled together in the receptacle of our thoughts, kindled and burned up that our heavy torpor, that we should not sink down to the abyss; and they fired us so vehemently, that all the blasts of subtle tongues from gainsayers might only inflame us the more fiercely, not extinguish us."
1806,"Nevertheless, because for Thy Name's sake which Thou hast hallowed throughout the earth, this our vow and purpose might also find some to commend it, it seemed like ostentation not to wait for the vacation now so near, but to quit beforehand a public profession, which was before the eyes of all; so that all looking on this act of mine, and observing how near was the time of vintage which I wished to anticipate, would talk much of me, as if I had desired to appear some great one."
1807,"And what end had it served me, that people should repute and dispute upon my purpose, and that our good should be evil spoken of."
1808,"Moreover, it had at first troubled me that in this very summer my lungs began to give way, amid too great literary labour, and to breathe deeply with difficulty, and by the pain in my chest to show that they were injured, and to refuse any full or lengthened speaking; this had troubled me, for it almost constrained me of necessity to lay down that burden of teaching, or, if I could be cured and recover, at least to intermit it."
1809,"But when the full wish for leisure, that I might see how that Thou art the Lord, arose, and was fixed, in me; my God, Thou knowest, I began even to rejoice that I had this secondary, and that no feigned, excuse, which might something moderate the offence taken by those who, for their sons' sake, wished me never to have the freedom of Thy sons."
1810,"Full then of such joy, I endured till that interval of time were run; it may have been some twenty days, yet they were endured manfully; endured, for the covetousness which aforetime bore a part of this heavy business, had left me, and I remained alone, and had been overwhelmed, had not patience taken its place."
1811,"Perchance, some of Thy servants, my brethren, may say that I sinned in this, that with a heart fully set on Thy service, I suffered myself to sit even one hour in the chair of lies."
1812,Nor would I be contentious.
1813,"But hast not Thou, O most merciful Lord, pardoned and remitted this sin also, with my other most horrible and deadly sins, in the holy water?"
1814,"Verecundus was worn down with care about this our blessedness, for that being held back by bonds, whereby he was most straitly bound, he saw that he should be severed from us."
1815,"For himself was not yet a Christian, his wife one of the faithful; and yet hereby, more rigidly than by any other chain, was he let and hindered from the journey which we had now essayed."
1816,"For he would not, he said, be a Christian on any other terms than on those he could not."
1817,"However, he offered us courteously to remain at his country-house so long as we should stay there."
1818,"Thou, O Lord, shalt reward him in the resurrection of the just, seeing Thou hast already given him the lot of the righteous."
1819,"For although, in our absence, being now at Rome, he was seized with bodily sickness, and therein being made a Christian, and one of the faithful, he departed this life; yet hadst Thou mercy not on him only, but on us also: lest remembering the exceeding kindness of our friend towards us, yet unable to number him among Thy flock, we should be agonised with intolerable sorrow."
