,0
3275,"Who stops to plunder at this signal hour, The birds shall tear him, and the dogs devour.” Furious he said; the smarting scourge resounds; The coursers fly; the smoking chariot bounds; The hosts rush on; loud clamours shake the shore; The horses thunder, earth and ocean roar!"
3276,"Apollo, planted at the trench’s bound, Push’d at the bank: down sank the enormous mound: Roll’d in the ditch the heapy ruin lay; A sudden road!"
3277,a long and ample way.
3278,"O’er the dread fosse (a late impervious space) Now steeds, and men, and cars tumultuous pass."
3279,"The wondering crowds the downward level trod; Before them flamed the shield, and march’d the god."
3280,Then with his hand he shook the mighty wall; And lo!
3281,"the turrets nod, the bulwarks fall: Easy as when ashore an infant stands, And draws imagined houses in the sands; The sportive wanton, pleased with some new play, Sweeps the slight works and fashion’d domes away: Thus vanish’d at thy touch, the towers and walls; The toil of thousands in a moment falls."
3282,"The Grecians gaze around with wild despair, Confused, and weary all the powers with prayer: Exhort their men, with praises, threats, commands; And urge the gods, with voices, eyes, and hands."
3283,"Experienced Nestor chief obtests the skies, And weeps his country with a father’s eyes."
3284,“O Jove!
3285,"if ever, on his native shore, One Greek enrich’d thy shrine with offer’d gore; If e’er, in hope our country to behold, We paid the fattest firstlings of the fold; If e’er thou sign’st our wishes with thy nod: Perform the promise of a gracious god!"
3286,"This day preserve our navies from the flame, And save the relics of the Grecian name.”  Thus prayed the sage: the eternal gave consent, And peals of thunder shook the firmament."
3287,"Presumptuous Troy mistook the accepting sign, And catch’d new fury at the voice divine."
3288,"As, when black tempests mix the seas and skies, The roaring deeps in watery mountains rise, Above the sides of some tall ship ascend, Its womb they deluge, and its ribs they rend: Thus loudly roaring, and o’erpowering all, Mount the thick Trojans up the Grecian wall; Legions on legions from each side arise: Thick sound the keels; the storm of arrows flies."
3289,"Fierce on the ships above, the cars below, These wield the mace, and those the javelin throw."
3290,"While thus the thunder of the battle raged, And labouring armies round the works engaged, Still in the tent Patroclus sat to tend The good Eurypylus, his wounded friend."
3291,"He sprinkles healing balms, to anguish kind, And adds discourse, the medicine of the mind."
3292,"But when he saw, ascending up the fleet, Victorious Troy; then, starting from his seat, With bitter groans his sorrows he express’d, He wrings his hands, he beats his manly breast."
3293,“Though yet thy state require redress (he cries) Depart I must: what horrors strike my eyes!
3294,"Charged with Achilles’ high command I go, A mournful witness of this scene of woe; I haste to urge him by his country’s care To rise in arms, and shine again in war."
3295,"Perhaps some favouring god his soul may bend; The voice is powerful of a faithful friend.”  He spoke; and, speaking, swifter than the wind Sprung from the tent, and left the war behind."
3296,"The embodied Greeks the fierce attack sustain, But strive, though numerous, to repulse in vain: Nor could the Trojans, through that firm array, Force to the fleet and tents the impervious way."
3297,"As when a shipwright, with Palladian art, Smooths the rough wood, and levels every part; With equal hand he guides his whole design, By the just rule, and the directing line: The martial leaders, with like skill and care, Preserved their line, and equal kept the war."
3298,"Brave deeds of arms through all the ranks were tried, And every ship sustained an equal tide."
3299,"At one proud bark, high-towering o’er the fleet, Ajax the great, and godlike Hector meet; For one bright prize the matchless chiefs contend, Nor this the ships can fire, nor that defend: One kept the shore, and one the vessel trod; That fix’d as fate, this acted by a god."
3300,"The son of Clytius in his daring hand, The deck approaching, shakes a flaming brand; But, pierced by Telamon’s huge lance, expires: Thundering he falls, and drops the extinguish’d fires."
3301,"Great Hector view’d him with a sad survey, As stretch’d in dust before the stern he lay."
3302,“Oh!
3303,"all of Trojan, all of Lycian race!"
3304,"Stand to your arms, maintain this arduous space: Lo!"
3305,"where the son of royal Clytius lies; Ah, save his arms, secure his obsequies!”  This said, his eager javelin sought the foe: But Ajax shunn’d the meditated blow."
3306,"Not vainly yet the forceful lance was thrown; It stretch’d in dust unhappy Lycophron: An exile long, sustain’d at Ajax’ board, A faithful servant to a foreign lord; In peace, and war, for ever at his side, Near his loved master, as he lived, he died."
3307,"From the high poop he tumbles on the sand, And lies a lifeless load along the land."
3308,"With anguish Ajax views the piercing sight, And thus inflames his brother to the fight:  “Teucer, behold!"
3309,"extended on the shore Our friend, our loved companion!"
3310,now no more!
3311,"Dear as a parent, with a parent’s care To fight our wars he left his native air."
3312,"This death deplored, to Hector’s rage we owe; Revenge, revenge it on the cruel foe."
3313,Where are those darts on which the fates attend?
3314,"And where the bow which Phœbus taught to bend?”  Impatient Teucer, hastening to his aid, Before the chief his ample bow display’d; The well-stored quiver on his shoulders hung: Then hiss’d his arrow, and the bowstring sung."
3315,"Clytus, Pisenor’s son, renown’d in fame, (To thee, Polydamas!"
3316,"an honour’d name) Drove through the thickest of the embattled plains The startling steeds, and shook his eager reins."
3317,"As all on glory ran his ardent mind, The pointed death arrests him from behind: Through his fair neck the thrilling arrow flies; In youth’s first bloom reluctantly he dies."
3318,"Hurl’d from the lofty seat, at distance far, The headlong coursers spurn his empty car; Till sad Polydamas the steeds restrain’d, And gave, Astynous, to thy careful hand; Then, fired to vengeance, rush’d amidst the foe: Rage edged his sword, and strengthen’d every blow."
3319,"Once more bold Teucer, in his country’s cause, At Hector’s breast a chosen arrow draws: And had the weapon found the destined way, Thy fall, great Trojan!"
3320,had renown’d that day.
3321,But Hector was not doom’d to perish then: The all-wise disposer of the fates of men (Imperial Jove) his present death withstands; Nor was such glory due to Teucer’s hands.
3322,"At its full stretch as the tough string he drew, Struck by an arm unseen, it burst in two; Down dropp’d the bow: the shaft with brazen head Fell innocent, and on the dust lay dead."
3323,"The astonish’d archer to great Ajax cries; “Some god prevents our destined enterprise: Some god, propitious to the Trojan foe, Has, from my arm unfailing, struck the bow, And broke the nerve my hands had twined with art, Strong to impel the flight of many a dart.”  “Since heaven commands it (Ajax made reply) Dismiss the bow, and lay thy arrows by: Thy arms no less suffice the lance to wield, And quit the quiver for the ponderous shield."
3324,"In the first ranks indulge thy thirst of fame, Thy brave example shall the rest inflame."
3325,"Fierce as they are, by long successes vain; To force our fleet, or even a ship to gain, Asks toil, and sweat, and blood: their utmost might Shall find its match—No more: ’tis ours to fight.”  Then Teucer laid his faithless bow aside; The fourfold buckler o’er his shoulder tied; On his brave head a crested helm he placed, With nodding horse-hair formidably graced; A dart, whose point with brass refulgent shines, The warrior wields; and his great brother joins."
3326,"This Hector saw, and thus express’d his joy: “Ye troops of Lycia, Dardanus, and Troy!"
3327,"Be mindful of yourselves, your ancient fame, And spread your glory with the navy’s flame."
3328,"Jove is with us; I saw his hand, but now, From the proud archer strike his vaunted bow: Indulgent Jove!"
3329,"how plain thy favours shine, When happy nations bear the marks divine!"
3330,"How easy then, to see the sinking state Of realms accursed, deserted, reprobate!"
3331,"Such is the fate of Greece, and such is ours: Behold, ye warriors, and exert your powers."
3332,"Death is the worst; a fate which all must try; And for our country, ’tis a bliss to die."
3333,"The gallant man, though slain in fight he be, Yet leaves his nation safe, his children free; Entails a debt on all the grateful state; His own brave friends shall glory in his fate; His wife live honour’d, all his race succeed, And late posterity enjoy the deed!”  This roused the soul in every Trojan breast: The godlike Ajax next his Greeks address’d:  “How long, ye warriors of the Argive race, (To generous Argos what a dire disgrace!)"
3334,"How long on these cursed confines will ye lie, Yet undetermined, or to live or die?"
3335,"What hopes remain, what methods to retire, If once your vessels catch the Trojan fire?"
3336,"Mark how the flames approach, how near they fall, How Hector calls, and Troy obeys his call!"
3337,"Not to the dance that dreadful voice invites, It calls to death, and all the rage of fights."
3338,"’Tis now no time for wisdom or debates; To your own hands are trusted all your fates; And better far in one decisive strife, One day should end our labour or our life, Than keep this hard-got inch of barren sands, Still press’d, and press’d by such inglorious hands.”  The listening Grecians feel their leader’s flame, And every kindling bosom pants for fame."
3339,"Then mutual slaughters spread on either side; By Hector here the Phocian Schedius died; There, pierced by Ajax, sunk Laodamas, Chief of the foot, of old Antenor’s race."
3340,"Polydamas laid Otus on the sand, The fierce commander of the Epeian band."
3341,"His lance bold Meges at the victor threw; The victor, stooping, from the death withdrew; (That valued life, O Phœbus!"
3342,was thy care) But Croesmus’ bosom took the flying spear: His corpse fell bleeding on the slippery shore; His radiant arms triumphant Meges bore.
3343,"Dolops, the son of Lampus, rushes on, Sprung from the race of old Laomedon, And famed for prowess in a well-fought field, He pierced the centre of his sounding shield: But Meges, Phyleus’ ample breastplate wore, (Well-known in fight on Sellè’s winding shore; For king Euphetes gave the golden mail, Compact, and firm with many a jointed scale) Which oft, in cities storm’d, and battles won, Had saved the father, and now saves the son."
3344,"Full at the Trojan’s head he urged his lance, Where the high plumes above the helmet dance, New ting’d with Tyrian dye: in dust below, Shorn from the crest, the purple honours glow."
3345,"Meantime their fight the Spartan king survey’d, And stood by Meges’ side a sudden aid."
3346,"Through Dolops’ shoulder urged his forceful dart, Which held its passage through the panting heart, And issued at his breast."
3347,"With thundering sound The warrior falls, extended on the ground."
3348,"In rush the conquering Greeks to spoil the slain: But Hector’s voice excites his kindred train; The hero most, from Hicetaon sprung, Fierce Melanippus, gallant, brave, and young."
3349,"He (ere to Troy the Grecians cross’d the main) Fed his large oxen on Percotè’s plain; But when oppress’d, his country claim’d his care, Return’d to Ilion, and excell’d in war; For this, in Priam’s court, he held his place, Beloved no less than Priam’s royal race."
3350,"Him Hector singled, as his troops he led, And thus inflamed him, pointing to the dead."
3351,"“Lo, Melanippus!"
3352,"lo, where Dolops lies; And is it thus our royal kinsman dies?"
3353,"O’ermatch’d he falls; to two at once a prey, And lo!"
3354,they bear the bloody arms away!
3355,"Come on—a distant war no longer wage, But hand to hand thy country’s foes engage: Till Greece at once, and all her glory end; Or Ilion from her towery height descend, Heaved from the lowest stone; and bury all In one sad sepulchre, one common fall.”  Hector (this said) rush’d forward on the foes: With equal ardour Melanippus glows: Then Ajax thus—“O Greeks!"
3356,"respect your fame, Respect yourselves, and learn an honest shame: Let mutual reverence mutual warmth inspire, And catch from breast to breast the noble fire, On valour’s side the odds of combat lie; The brave live glorious, or lamented die; The wretch that trembles in the field of fame, Meets death, and worse than death, eternal shame.”  His generous sense he not in vain imparts; It sunk, and rooted in the Grecian hearts: They join, they throng, they thicken at his call, And flank the navy with a brazen wall; Shields touching shields, in order blaze above, And stop the Trojans, though impell’d by Jove."
3357,"The fiery Spartan first, with loud applause."
3358,Warms the bold son of Nestor in his cause.
3359,"“Is there (he said) in arms a youth like you, So strong to fight, so active to pursue?"
3360,"Why stand you distant, nor attempt a deed?"
3361,"Lift the bold lance, and make some Trojan bleed.”  He said; and backward to the lines retired; Forth rush’d the youth with martial fury fired, Beyond the foremost ranks; his lance he threw, And round the black battalions cast his view."
3362,"The troops of Troy recede with sudden fear, While the swift javelin hiss’d along in air."
3363,"Advancing Melanippus met the dart With his bold breast, and felt it in his heart: Thundering he falls; his falling arms resound, And his broad buckler rings against the ground."
3364,"The victor leaps upon his prostrate prize: Thus on a roe the well-breath’d beagle flies, And rends his side, fresh-bleeding with the dart The distant hunter sent into his heart."
3365,"Observing Hector to the rescue flew; Bold as he was, Antilochus withdrew."
3366,"So when a savage, ranging o’er the plain, Has torn the shepherd’s dog, or shepherd’s swain, While conscious of the deed, he glares around, And hears the gathering multitude resound, Timely he flies the yet-untasted food, And gains the friendly shelter of the wood: So fears the youth; all Troy with shouts pursue, While stones and darts in mingled tempest flew; But enter’d in the Grecian ranks, he turns His manly breast, and with new fury burns."
3367,"Now on the fleet the tides of Trojans drove, Fierce to fulfil the stern decrees of Jove: The sire of gods, confirming Thetis’ prayer, The Grecian ardour quench’d in deep despair; But lifts to glory Troy’s prevailing bands, Swells all their hearts, and strengthens all their hands."
3368,"On Ida’s top he waits with longing eyes, To view the navy blazing to the skies; Then, nor till then, the scale of war shall turn, The Trojans fly, and conquer’d Ilion burn."
3369,"These fates revolved in his almighty mind, He raises Hector to the work design’d, Bids him with more than mortal fury glow, And drives him, like a lightning, on the foe."
3370,"So Mars, when human crimes for vengeance call, Shakes his huge javelin, and whole armies fall."
3371,"Not with more rage a conflagration rolls, Wraps the vast mountains, and involves the poles."
3372,"He foams with wrath; beneath his gloomy brow Like fiery meteors his red eye-balls glow: The radiant helmet on his temple burns, Waves when he nods, and lightens as he turns: For Jove his splendour round the chief had thrown, And cast the blaze of both the hosts on one."
3373,Unhappy glories!
3374,"for his fate was near, Due to stern Pallas, and Pelides’ spear: Yet Jove deferr’d the death he was to pay, And gave what fate allow’d, the honours of a day!"
3375,"Now all on fire for fame, his breast, his eyes Burn at each foe, and single every prize; Still at the closest ranks, the thickest fight, He points his ardour, and exerts his might."
3376,"The Grecian phalanx, moveless as a tower, On all sides batter’d, yet resists his power: So some tall rock o’erhangs the hoary main,[241] By winds assail’d, by billows beat in vain, Unmoved it hears, above, the tempest blow, And sees the watery mountains break below."
3377,"Girt in surrounding flames, he seems to fall Like fire from Jove, and bursts upon them all: Bursts as a wave that from the cloud impends, And, swell’d with tempests, on the ship descends; White are the decks with foam; the winds aloud Howl o’er the masts, and sing through every shroud: Pale, trembling, tired, the sailors freeze with fears; And instant death on every wave appears."
3378,"So pale the Greeks the eyes of Hector meet, The chief so thunders, and so shakes the fleet."
3379,"As when a lion, rushing from his den, Amidst the plain of some wide-water’d fen, (Where numerous oxen, as at ease they feed, At large expatiate o’er the ranker mead) Leaps on the herds before the herdsman’s eyes; The trembling herdsman far to distance flies; Some lordly bull (the rest dispersed and fled) He singles out; arrests, and lays him dead."
3380,"Thus from the rage of Jove-like Hector flew All Greece in heaps; but one he seized, and slew: Mycenian Periphes, a mighty name, In wisdom great, in arms well known to fame; The minister of stern Eurystheus’ ire Against Alcides, Copreus was his sire: The son redeem’d the honours of the race, A son as generous as the sire was base; O’er all his country’s youth conspicuous far In every virtue, or of peace or war: But doom’d to Hector’s stronger force to yield!"
3381,Against the margin of his ample shield He struck his hasty foot: his heels up-sprung; Supine he fell; his brazen helmet rung.
3382,"On the fallen chief the invading Trojan press’d, And plunged the pointed javelin in his breast."
3383,"His circling friends, who strove to guard too late The unhappy hero, fled, or shared his fate."
3384,"Chased from the foremost line, the Grecian train Now man the next, receding toward the main: Wedged in one body at the tents they stand, Wall’d round with sterns, a gloomy, desperate band."
3385,"Now manly shame forbids the inglorious flight; Now fear itself confines them to the fight: Man courage breathes in man; but Nestor most (The sage preserver of the Grecian host) Exhorts, adjures, to guard these utmost shores; And by their parents, by themselves implores."
3386,“Oh friends!
3387,"be men: your generous breasts inflame With mutual honour, and with mutual shame!"
3388,"Think of your hopes, your fortunes; all the care Your wives, your infants, and your parents share: Think of each living father’s reverend head; Think of each ancestor with glory dead; Absent, by me they speak, by me they sue, They ask their safety, and their fame, from you: The gods their fates on this one action lay, And all are lost, if you desert the day.”  He spoke, and round him breathed heroic fires; Minerva seconds what the sage inspires."
3389,"The mist of darkness Jove around them threw She clear’d, restoring all the war to view; A sudden ray shot beaming o’er the plain, And show’d the shores, the navy, and the main: Hector they saw, and all who fly, or fight, The scene wide-opening to the blaze of light, First of the field great Ajax strikes their eyes, His port majestic, and his ample size: A ponderous mace with studs of iron crown’d, Full twenty cubits long, he swings around; Nor fights, like others, fix’d to certain stands But looks a moving tower above the bands; High on the decks with vast gigantic stride, The godlike hero stalks from side to side."
3390,"So when a horseman from the watery mead (Skill’d in the manage of the bounding steed) Drives four fair coursers, practised to obey, To some great city through the public way; Safe in his art, as side by side they run, He shifts his seat, and vaults from one to one; And now to this, and now to that he flies; Admiring numbers follow with their eyes."
3391,"From ship to ship thus Ajax swiftly flew, No less the wonder of the warring crew."
3392,"As furious, Hector thunder’d threats aloud, And rush’d enraged before the Trojan crowd; Then swift invades the ships, whose beaky prores Lay rank’d contiguous on the bending shores; So the strong eagle from his airy height, Who marks the swans’ or cranes’ embodied flight, Stoops down impetuous, while they light for food, And, stooping, darkens with his wings the flood."
3393,"Jove leads him on with his almighty hand, And breathes fierce spirits in his following band."
3394,"The warring nations meet, the battle roars, Thick beats the combat on the sounding prores."
3395,"Thou wouldst have thought, so furious was their fire, No force could tame them, and no toil could tire; As if new vigour from new fights they won, And the long battle was but then begun."
3396,"Greece, yet unconquer’d, kept alive the war, Secure of death, confiding in despair: Troy in proud hopes already view’d the main Bright with the blaze, and red with heroes slain: Like strength is felt from hope, and from despair, And each contends, as his were all the war."
3397,"’Twas thou, bold Hector!"
3398,"whose resistless hand First seized a ship on that contested strand; The same which dead Protesilaüs bore,[242] The first that touch’d the unhappy Trojan shore: For this in arms the warring nations stood, And bathed their generous breasts with mutual blood."
3399,"No room to poise the lance or bend the bow; But hand to hand, and man to man, they grow: Wounded, they wound; and seek each other’s hearts With falchions, axes, swords, and shorten’d darts."
3400,"The falchions ring, shields rattle, axes sound, Swords flash in air, or glitter on the ground; With streaming blood the slippery shores are dyed, And slaughter’d heroes swell the dreadful tide."
3401,"Still raging, Hector with his ample hand Grasps the high stern, and gives this loud command:   [Illustration: ] AJAX DEFENDING THE GREEK SHIPS   “Haste, bring the flames!"
3402,that toil of ten long years Is finished; and the day desired appears!
3403,"This happy day with acclamations greet, Bright with destruction of yon hostile fleet."
3404,"The coward-counsels of a timorous throng Of reverend dotards check’d our glory long: Too long Jove lull’d us with lethargic charms, But now in peals of thunder calls to arms: In this great day he crowns our full desires, Wakes all our force, and seconds all our fires.”  He spoke—the warriors at his fierce command Pour a new deluge on the Grecian band."
3405,"Even Ajax paused, (so thick the javelins fly,) Stepp’d back, and doubted or to live or die."
3406,"Yet, where the oars are placed, he stands to wait What chief approaching dares attempt his fate: Even to the last his naval charge defends, Now shakes his spear, now lifts, and now protends; Even yet, the Greeks with piercing shouts inspires, Amidst attacks, and deaths, and darts, and fires."
3407,“O friends!
3408,O heroes!
3409,"names for ever dear, Once sons of Mars, and thunderbolts of war!"
3410,Ah!
3411,"yet be mindful of your old renown, Your great forefathers’ virtues and your own."
3412,What aids expect you in this utmost strait?
3413,What bulwarks rising between you and fate?
3414,"No aids, no bulwarks your retreat attend, No friends to help, no city to defend."
3415,"This spot is all you have, to lose or keep; There stand the Trojans, and here rolls the deep."
3416,"’Tis hostile ground you tread; your native lands Far, far from hence: your fates are in your hands.”  Raging he spoke; nor further wastes his breath, But turns his javelin to the work of death."
3417,"Whate’er bold Trojan arm’d his daring hands, Against the sable ships, with flaming brands, So well the chief his naval weapon sped, The luckless warrior at his stern lay dead: Full twelve, the boldest, in a moment fell, Sent by great Ajax to the shades of hell."
3418,[Illustration: ] CASTOR AND POLLUX     BOOK XVI.
3419,"ARGUMENT   THE SIXTH BATTLE, THE ACTS AND DEATH OF PATROCLUS   Patroclus (in pursuance of the request of Nestor in the eleventh book) entreats Achilles to suffer him to go to the assistance of the Greeks with Achilles’ troops and armour."
3420,"He agrees to it, but at the same time charges him to content himself with rescuing the fleet, without further pursuit of the enemy."
3421,"The armour, horses, soldiers, and officers are described."
3422,"Achilles offers a libation for the success of his friend, after which Patroclus leads the Myrmidons to battle."
3423,"The Trojans, at the sight of Patroclus in Achilles’ armour, taking him for that hero, are cast into the uttermost consternation; he beats them off from the vessels, Hector himself flies, Sarpedon is killed, though Jupiter was averse to his fate."
3424,"Several other particulars of the battle are described; in the heat of which, Patroclus, neglecting the orders of Achilles, pursues the foe to the walls of Troy, where Apollo repulses and disarms him, Euphorbus wounds him, and Hector kills him, which concludes the book."
3425,"So warr’d both armies on the ensanguined shore, While the black vessels smoked with human gore."
3426,Meantime Patroclus to Achilles flies; The streaming tears fall copious from his eyes.
3427,"Not faster, trickling to the plains below, From the tall rock the sable waters flow."
3428,"Divine Pelides, with compassion moved."
3429,"Thus spoke, indulgent, to his best beloved:[243]  “Patroclus, say, what grief thy bosom bears, That flows so fast in these unmanly tears?"
3430,"No girl, no infant whom the mother keeps From her loved breast, with fonder passion weeps; Not more the mother’s soul, that infant warms, Clung to her knees, and reaching at her arms, Than thou hast mine!"
3431,"Oh tell me, to what end Thy melting sorrows thus pursue thy friend?"
3432,"“Griev’st thou for me, or for my martial band?"
3433,Or come sad tidings from our native land?
3434,"Our fathers live (our first, most tender care), Thy good Menoetius breathes the vital air, And hoary Peleus yet extends his days; Pleased in their age to hear their children’s praise."
3435,Or may some meaner cause thy pity claim?
3436,"Perhaps yon relics of the Grecian name, Doom’d in their ships to sink by fire and sword, And pay the forfeit of their haughty lord?"
3437,"Whate’er the cause, reveal thy secret care, And speak those sorrows which a friend would share.” A sigh that instant from his bosom broke, Another follow’d, and Patroclus spoke:  “Let Greece at length with pity touch thy breast, Thyself a Greek; and, once, of Greeks the best!"
3438,Lo!
3439,"every chief that might her fate prevent, Lies pierced with wounds, and bleeding in his tent: Eurypylus, Tydides, Atreus’ son, And wise Ulysses, at the navy groan, More for their country’s wounds than for their own."
3440,"Their pain soft arts of pharmacy can ease, Thy breast alone no lenitives appease."
3441,"May never rage like thine my soul enslave, O great in vain!"
3442,unprofitably brave!
3443,"Thy country slighted in her last distress, What friend, what man, from thee shall hope redress?"
3444,"No—men unborn, and ages yet behind, Shall curse that fierce, that unforgiving mind."
3445,“O man unpitying!
3446,"if of man thy race; But sure thou spring’st not from a soft embrace, Nor ever amorous hero caused thy birth, Nor ever tender goddess brought thee forth: Some rugged rock’s hard entrails gave thee form, And raging seas produced thee in a storm, A soul well suiting that tempestuous kind, So rough thy manners, so untamed thy mind."
3447,"“If some dire oracle thy breast alarm, If aught from Jove, or Thetis, stop thy arm, Some beam of comfort yet on Greece may shine, If I but lead the Myrmidonian line: Clad in thy dreadful arms if I appear, Proud Troy shall tremble, and desert the war; Without thy person Greece shall win the day, And thy mere image chase her foes away."
3448,"Press’d by fresh forces, her o’erlabour’d train Shall quit the ships, and Greece respire again.” Thus, blind to fate!"
3449,"with supplicating breath, Thou begg’st his arms, and in his arms thy death."
3450,Unfortunately good!
3451,"a boding sigh Thy friend return’d; and with it, this reply: “Patroclus!"
3452,thy Achilles knows no fears; Nor words from Jove nor oracles he hears; Nor aught a mother’s caution can suggest; The tyrant’s pride lies rooted in my breast.
3453,"My wrongs, my wrongs, my constant thought engage, Those, my sole oracles, inspire my rage: I made him tyrant: gave him power to wrong Even me: I felt it; and shall feel it long."
3454,"The maid, my black-eyed maid, he forced away, Due to the toils of many a well-fought day; Due to my conquest of her father’s reign; Due to the votes of all the Grecian train."
3455,"From me he forced her; me, the bold and brave, Disgraced, dishonour’d, like the meanest slave."
3456,"But bear we this—the wrongs I grieve are past; ’Tis time our fury should relent at last: I fix’d its date; the day I wish’d appears: How Hector to my ships his battle bears, The flames my eyes, the shouts invade my ears."
3457,"Go then, Patroclus!"
3458,"court fair honour’s charms In Troy’s famed fields, and in Achilles’ arms: Lead forth my martial Myrmidons to fight, Go save the fleets, and conquer in my right."
3459,See the thin relics of their baffled band At the last edge of yon deserted land!
3460,"Behold all Ilion on their ships descends; How the cloud blackens, how the storm impends!"
3461,"It was not thus, when, at my sight amazed, Troy saw and trembled, as this helmet blazed: Had not the injurious king our friendship lost, Yon ample trench had buried half her host."
3462,"No camps, no bulwarks now the Trojans fear, Those are not dreadful, no Achilles there; No longer flames the lance of Tydeus’ son; No more your general calls his heroes on: Hector, alone, I hear; his dreadful breath Commands your slaughter, or proclaims your death."
3463,"Yet now, Patroclus, issue to the plain: Now save the ships, the rising fires restrain, And give the Greeks to visit Greece again."
3464,"But heed my words, and mark a friend’s command, Who trusts his fame and honours in thy hand, And from thy deeds expects the Achaian host Shall render back the beauteous maid he lost: Rage uncontroll’d through all the hostile crew, But touch not Hector, Hector is my due."
3465,"Though Jove in thunder should command the war, Be just, consult my glory, and forbear."
3466,"The fleet once saved, desist from further chase, Nor lead to Ilion’s walls the Grecian race; Some adverse god thy rashness may destroy; Some god, like Phœbus, ever kind to Troy."
3467,"Let Greece, redeem’d from this destructive strait, Do her own work; and leave the rest to fate."
3468,O!
3469,"would to all the immortal powers above, Apollo, Pallas, and almighty Jove!"
3470,"That not one Trojan might be left alive, And not a Greek of all the race survive: Might only we the vast destruction shun, And only we destroy the accursed town!” Such conference held the chiefs; while on the strand Great Jove with conquest crown’d the Trojan band."
3471,"Ajax no more the sounding storm sustain’d, So thick the darts an iron tempest rain’d: On his tired arm the weighty buckler hung; His hollow helm with falling javelins rung; His breath, in quick short pantings, comes and goes; And painful sweat from all his members flows."
3472,"Spent and o’erpower’d, he barely breathes at most; Yet scarce an army stirs him from his post; Dangers on dangers all around him glow, And toil to toil, and woe succeeds to woe."
3473,"Say, Muses, throned above the starry frame, How first the navy blazed with Trojan flame?"
3474,"Stern Hector waved his sword, and standing near, Where furious Ajax plied his ashen spear, Full on the lance a stroke so justly sped, That the broad falchion lopp’d its brazen head; His pointless spear the warrior shakes in vain; The brazen head falls sounding on the plain."
3475,"Great Ajax saw, and own’d the hand divine; Confessing Jove, and trembling at the sign, Warn’d he retreats."
3476,"Then swift from all sides pour The hissing brands; thick streams the fiery shower; O’er the high stern the curling volumes rise, And sheets of rolling smoke involve the skies."
3477,"Divine Achilles view’d the rising flames, And smote his thigh, and thus aloud exclaims: “Arm, arm, Patroclus!"
3478,"Lo, the blaze aspires!"
3479,The glowing ocean reddens with the fires.
3480,"Arm, ere our vessels catch the spreading flame; Arm, ere the Grecians be no more a name; I haste to bring the troops.”—The hero said; The friend with ardour and with joy obey’d."
3481,"He cased his limbs in brass; and first around His manly legs, with silver buckles bound The clasping greaves; then to his breast applies The flaming cuirass of a thousand dyes; Emblazed with studs of gold his falchion shone In the rich belt, as in a starry zone: Achilles’ shield his ample shoulders spread, Achilles’ helmet nodded o’er his head: Adorn’d in all his terrible array, He flash’d around intolerable day."
3482,"Alone untouch’d, Pelides’ javelin stands, Not to be poised but by Pelides’ hands: From Pelion’s shady brow the plant entire Old Chiron rent, and shaped it for his sire; Whose son’s great arm alone the weapon wields, The death of heroes, and the dread of fields."
3483,"[Illustration: ] Buckles   The brave Automedon (an honour’d name, The second to his lord in love and fame, In peace his friend, and partner of the war) The winged coursers harness’d to the car; Xanthus and Balius, of immortal breed, Sprung from the wind, and like the wind in speed."
3484,"Whom the wing’d harpy, swift Podarge, bore, By Zephyr pregnant on the breezy shore: Swift Pedasus was added to their side, (Once great Aëtion’s, now Achilles’ pride) Who, like in strength, in swiftness, and in grace, A mortal courser match’d the immortal race."
3485,"Achilles speeds from tent to tent, and warms His hardy Myrmidons to blood and arms."
3486,"All breathing death, around the chief they stand, A grim, terrific, formidable band: Grim as voracious wolves, that seek the springs[244] When scalding thirst their burning bowels wrings; When some tall stag, fresh-slaughtered in the wood, Has drench’d their wide insatiate throats with blood, To the black fount they rush, a hideous throng, With paunch distended, and with lolling tongue, Fire fills their eye, their black jaws belch the gore, And gorged with slaughter still they thirst for more."
3487,"Like furious, rush’d the Myrmidonian crew, Such their dread strength, and such their deathful view."
3488,"High in the midst the great Achilles stands, Directs their order, and the war commands."
3489,"He, loved of Jove, had launch’d for Ilion’s shores Full fifty vessels, mann’d with fifty oars: Five chosen leaders the fierce bands obey, Himself supreme in valour, as in sway."
3490,"First march’d Menestheus, of celestial birth, Derived from thee, whose waters wash the earth, Divine Sperchius!"
3491,Jove-descended flood!
3492,A mortal mother mixing with a god.
3493,"Such was Menestheus, but miscall’d by fame The son of Borus, that espoused the dame."
3494,"Eudorus next; whom Polymele the gay, Famed in the graceful dance, produced to-day."
3495,"Her, sly Cellenius loved: on her would gaze, As with swift step she form’d the running maze: To her high chamber from Diana’s quire, The god pursued her, urged, and crown’d his fire."
3496,"The son confess’d his father’s heavenly race, And heir’d his mother’s swiftness in the chase."
3497,"Strong Echecleus, bless’d in all those charms That pleased a god, succeeded to her arms; Not conscious of those loves, long hid from fame, With gifts of price he sought and won the dame; Her secret offspring to her sire she bare; Her sire caress’d him with a parent’s care."
3498,"Pisander follow’d; matchless in his art To wing the spear, or aim the distant dart; No hand so sure of all the Emathian line, Or if a surer, great Patroclus!"
3499,thine.
3500,"The fourth by Phœnix’ grave command was graced, Laerces’ valiant offspring led the last."
3501,"Soon as Achilles with superior care Had call’d the chiefs, and order’d all the war, This stern remembrance to his troops he gave: “Ye far-famed Myrmidons, ye fierce and brave!"
